lambda r 
975.980896 -0.0310417608966502
977.909712 -0.00599161921487212
979.838528 0.0144157309840036
981.767344 0.0453190841380657
983.69616 0.0736694760535754
985.624976 0.114764234547672
987.553792 0.153031485724992
989.482608 0.206688909296406
991.411424 0.260326790702115
993.34024 0.335037685928954
995.269056 0.408421147675969
997.197872 0.511304749532398
999.126688 0.612014299868782
1001.055504 0.741662637229717
1002.98432 0.844280130842444
1004.913136 0.965614663937969
1006.841952 1.0173624854946
1008.770768 1.08699686305238
1010.699584 1.08367704389053
1012.6284 1.13252561769711
1014.557216 1.09917216273317
1016.486032 1.15992472146174
1018.414848 1.12388167737782
1020.343664 1.17760024970114
1022.27248 1.13219440086921
1024.201296 1.1825294320022
1026.130112 1.10979814000944
1028.058928 1.13488281305378
1029.987744 1.096878310668
1031.91656 1.10309118773741
1033.845376 1.02349866341662
1035.774192 0.970596659209594
1037.703008 0.852361481116174
1039.631824 0.76741264888863
1041.56064 0.616795031167076
1043.489456 0.493848919736129
1045.418272 0.350694822337528
1047.347088 0.25399206451117
1049.275904 0.162202292351528
1051.20472 0.102302366323947
1053.133536 0.0471869224061867
1055.062352 0.0135706784621732
1056.991168 -0.0301163905583963
1058.919984 -0.0426519029637755
1060.8488 -0.0545152123851391
1062.777616 -0.0713795729920572
1064.706432 -0.100833735046123
1066.635248 -0.121116328858036
1068.564064 -0.106396239053007
1070.49288 -0.111242243869284
1072.421696 -0.122479963728403
1074.350512 -0.127642931646707
1076.279328 -0.131248262374867
1078.208144 -0.128140139938222
1080.13696 -0.1242929146013
1082.065776 -0.115495776217997
1083.994592 -0.105952956388836
1085.923408 -0.0946398697493893
1087.852224 -0.0852007659807743
1089.78104 -0.0720333767163255
1091.709856 -0.0560751931113637
1093.638672 -0.0405865027114118
1095.567488 -0.0317803559711947
1097.496304 -0.01772559138757
1099.42512 -0.00694518760081086
1101.353936 0.00892082931725269
1103.282752 0.0203225807081115
1105.211568 0.0377171955877316
1107.140384 0.0488399515309739
1109.0692 0.064137594290087
1110.998016 0.0703236956884832
1112.926832 0.0818284513019478
1114.855648 0.0806445709731018
1116.784464 0.0840455877733834
1118.71328 0.0776649702172072
1120.642096 0.0718096770670114
1122.570912 0.058770224611572
1124.499728 0.0459048185845568
1126.428544 0.0272829198333002
1128.35736 0.0116708519361812
1130.286176 -0.00955409009411179
1132.214992 -0.0253140061614454
1134.143808 -0.0449054015393067
1136.072624 -0.0587816737893854
1138.00144 -0.07400962942509
1139.930256 -0.0849383714356335
1141.859072 -0.0976582342392693
1143.787888 -0.104143520880326
1145.716704 -0.113950234149486
1147.64552 -0.118428632226738
1149.574336 -0.124449859630666
1151.503152 -0.128142904389269
1153.431968 -0.133924862936312
1155.360784 -0.135481181551681
1157.2896 -0.139571100197683
1159.218416 -0.140605660334763
1161.147232 -0.1445638497962
1163.076048 -0.145545259043066
1165.004864 -0.148407702900712
1166.93368 -0.149270688992641
1168.862496 -0.151552580204084
1170.791312 -0.152412681608261
1172.720128 -0.153960619587986
1174.648944 -0.154197222558341
1176.57776 -0.156325274495019
1178.506576 -0.155832549977854
1180.435392 -0.15753219342811
1182.364208 -0.156994477576089
1184.293024 -0.158344097524834
1186.22184 -0.157746174139863
1188.150656 -0.159623671904305
1190.079472 -0.158661015184362
1192.008288 -0.161155226693017
1193.937104 -0.160492490187575
1195.86592 -0.162777436344192
1197.794736 -0.162536579721011
1199.723552 -0.163895347417348
1201.652368 -0.163743991536343
1203.581184 -0.165397400566383
1205.51 -0.165755868840859
1207.438816 -0.168172976159109
1209.367632 -0.16853432922451
1211.296448 -0.170503948935737
1213.225264 -0.171003320462527
1215.15408 -0.174125563599772
1217.082896 -0.175542723129723
1219.011712 -0.177739517604754
1220.940528 -0.179171714887449
1222.869344 -0.181690043420237
1224.79816 -0.183083626704727
1226.726976 -0.184378316545061
1228.655792 -0.184900676279662
1230.584608 -0.184908015947295
1232.513424 -0.184047473977657
1234.44224 -0.182796461101807
1236.371056 -0.182179938741932
1238.299872 -0.179894441260101
1240.228688 -0.187476347210024
1242.157504 -0.191625088623034
1244.08632 -0.18262552510663
1246.015136 -0.187113745744337
1247.943952 -0.187458713822577
1249.872768 -0.192129520637548
1251.801584 -0.187227721414753
1253.7304 -0.188401658894732
1255.659216 -0.185236242064646
1257.588032 -0.185620547423239
1259.516848 -0.182374482617462
1261.445664 -0.181533728321607
1263.37448 -0.177430279576333
1265.303296 -0.176669568346394
1267.232112 -0.172118755795705
1269.160928 -0.171162704150917
1271.089744 -0.16750393787736
1273.01856 -0.167266469090621
1274.947376 -0.164030593855226
1276.876192 -0.163808188716126
1278.805008 -0.1605828012627
1280.733824 -0.160278834766556
1282.66264 -0.157248894732517
1284.591456 -0.156567473690155
1286.520272 -0.154205934211789
1288.449088 -0.153629714860697
1290.377904 -0.150401290406588
1292.30672 -0.150046345240632
1294.235536 -0.146847902264013
1296.164352 -0.146622933058756
1298.093168 -0.143838964801949
1300.021984 -0.144128109134751
1301.9508 -0.14125509999801
1303.879616 -0.140800910777748
1305.808432 -0.138721793785517
1307.737248 -0.137917455015885
1309.666064 -0.136424315339763
1311.59488 -0.134861879028693
1313.523696 -0.133002517364347
1315.452512 -0.131650484716274
1317.381328 -0.129660035038258
1319.310144 -0.127963382239867
1321.23896 -0.126107983313108
1323.167776 -0.124596642777882
1325.096592 -0.122663983139957
1327.025408 -0.120681014364336
1328.954224 -0.117617800634983
1330.88304 -0.115876507951671
1332.811856 -0.112445630455148
1334.740672 -0.11070310358698
1336.669488 -0.106734455539645
1338.598304 -0.103590601064165
1340.52712 -0.100064876938202
1342.455936 -0.0987224938096931
1344.384752 -0.0933146639180191
1346.313568 -0.0903012826609433
1348.242384 -0.0849512820760712
1350.1712 -0.0813664509101342
1352.100016 -0.0761371641703907
1354.028832 -0.0716610829361111
1355.957648 -0.0663245609669301
1357.886464 -0.0619947295537941
1359.81528 -0.0560843611732715
1361.744096 -0.0511076005633684
1363.672912 -0.0451807964544697
1365.601728 -0.0411101636859947
1367.530544 -0.0329770993021152
1369.45936 -0.0286861913271861
1371.388176 -0.019774020489618
1373.316992 -0.0135377330192252
1375.245808 -0.0045316246089997
1377.174624 -6.14200744156523E-4
1379.10344 0.0103580895612496
1381.032256 0.018174509384278
1382.961072 0.03195188576123
1384.889888 0.0415241885886781
1386.818704 0.0562865964771762
1388.74752 0.0685995677915672
1390.676336 0.0839351587902166
1392.605152 0.0793690808070631
1394.533968 0.0896421597818238
1396.462784 0.112133670562175
1398.3916 0.12190019211184
1400.320416 0.125485341834012
1402.249232 0.138268970537903
1404.178048 0.133431323328214
1406.106864 0.144022823489503
1408.03568 0.145156027511907
1409.964496 0.155361283085605
1411.893312 0.154751143293722
1413.822128 0.165511175291172
1415.750944 0.162095897711196
1417.67976 0.16263457999626
1419.608576 0.155227883768834
1421.537392 0.167663708945476
1423.466208 0.15669103700753
1425.395024 0.159969926282546
1427.32384 0.15194257120263
1429.252656 0.149502436582859
1431.181472 0.140012811405077
1433.110288 0.140834907021975
1435.039104 0.130894613778997
1436.96792 0.130547403800425
1438.896736 0.126682427210226
1440.825552 0.144508174853269
1442.754368 0.153960246278503
1444.683184 0.188913743100854
1446.612 0.20032165258969
1448.540816 0.215841047809729
1450.469632 0.200987232163772
1452.398448 0.195071918151115
1454.327264 0.171160204922437
1456.25608 0.168254890603977
1458.184896 0.128155201830255
1460.113712 0.136134153267951
1462.042528 0.120142604585126
1463.971344 0.114235022948011
1465.90016 0.0968980049316426
1467.828976 0.0956385842203844
1469.757792 0.0801110106053378
1471.686608 0.0715118546091209
1473.615424 0.0562958812469221
1475.54424 0.0531785451309423
1477.473056 0.0384994681603972
1479.401872 0.0323368901673606
1481.330688 0.00940562166469872
1483.259504 7.16229403937119E-4
1485.18832 -0.0210803560785409
1487.117136 -0.031584715682496
1489.045952 -0.0522020528866141
1490.974768 -0.0602448654265544
1492.903584 -0.0775755029355438
1494.8324 -0.0853532805451573
1496.761216 -0.0987442767070652
1498.690032 -0.104817749150088
1500.618848 -0.118553566499898
1502.547664 -0.123079641692219
1504.47648 -0.139615836764567
1506.405296 -0.139646884495461
1508.334112 -0.151304155556808
1510.262928 -0.152288809261408
1512.191744 -0.16395505325649
1514.12056 -0.166127429176613
1516.049376 -0.181718964693111
1517.978192 -0.177752548807585
1519.907008 -0.194991695149088
1521.835824 -0.188630759303674
1523.76464 -0.201252010213804
1525.693456 -0.20193603606725
1527.622272 -0.212402564266459
1529.551088 -0.211891119888195
1531.479904 -0.226302354106287
1533.40872 -0.223407541487434
1535.337536 -0.234776788029882
1537.266352 -0.24210729703661
1539.195168 -0.263004599964586
1541.123984 -0.24418196152929
1543.0528 -0.26180490352573
1544.981616 -0.257510979247416
1546.910432 -0.270052047586397
1548.839248 -0.27562996371417
1550.768064 -0.283194218479936
1552.69688 -0.289760520705403
1554.625696 -0.2990917549278
1556.554512 -0.306318034237225
1558.483328 -0.348546730819092
1560.412144 -0.298911911688176
1562.34096 -0.327860458173297
1564.269776 -0.331334205797559
1566.198592 -0.342901812389989
1568.127408 -0.350811210196972
1570.056224 -0.358383700227207
1571.98504 -0.363550678001864
1573.913856 -0.387386133040034
1575.842672 -0.385387303603956
1577.771488 -0.398214632194222
1579.700304 -0.408707865654851
1581.62912 -0.423941500420722
1583.557936 -0.432528088068994
1585.486752 -0.450477294753215
1587.415568 -0.459599681241389
1589.344384 -0.480671520261875
1591.2732 -0.490060365045316
1593.202016 -0.514563740246661
1595.130832 -0.524330470512291
1597.059648 -0.548946747312888
1598.988464 -0.561678218332744
1600.91728 -0.58932557556081
1602.846096 -0.598336271851522
1604.774912 -0.629254397752032
1606.703728 -0.641348374959008
1608.632544 -0.671803296241499
1610.56136 -0.683226426976599
1612.490176 -0.715143518694761
1614.418992 -0.737904154549343
1616.347808 -0.762527070544396
1618.276624 -0.749916754483894
1620.20544 -0.804195423397478
1622.134256 -0.809034169112168
1624.063072 -0.818883274090287
1625.991888 -0.830177458285445
1627.920704 -0.84467512852379
1629.84952 -0.835493450902147
1631.778336 -0.865760536026642
1633.707152 -0.870690126309739
1635.635968 -0.853978381833595
1637.564784 -0.825393840503619
1639.4936 -0.850887551327587
1641.422416 -0.827219552016009
1643.351232 -0.844954774898994
1645.280048 -0.829167494935991
1647.208864 -0.794075083103006
1649.13768 -0.77637981574381
1651.066496 -0.823307454155159
1652.995312 -0.68363570190603
1654.924128 -0.718524440153758
1656.852944 -0.720667998501615
1658.78176 -0.708559009314449
1660.710576 -0.694184245229859
1662.639392 -0.668050731980045
1664.568208 -0.642764106790541
1666.497024 -0.646411844414924
1668.42584 -0.622541796761645
1670.354656 -0.595077072050941
1672.283472 -0.580719171645046
1674.212288 -0.579010280362189
1676.141104 -0.53349534702768
1678.06992 -0.539934004204739
1679.998736 -0.517140428798252
1681.927552 -0.515129800492052
1683.856368 -0.483601640573092
1685.785184 -0.460490973766147
1687.714 -0.45584448471017
1689.642816 -0.435839639344656
1691.571632 -0.420890245701898
1693.500448 -0.414184733681351
1695.429264 -0.396279565563353
1697.35808 -0.378103633089935
1699.286896 -0.380885600646259
1701.215712 -0.330060322881727
1703.144528 -0.340886021551036
1705.073344 -0.323165063375535
1707.00216 -0.310169249874788
1708.930976 -0.296955570368405
1710.859792 -0.286521745993541
1712.788608 -0.277630745151147
1714.717424 -0.271300324233361
1716.64624 -0.260370065542844
1718.575056 -0.245217437245114
1720.503872 -0.235949604228973
1722.432688 -0.232046271082124
1724.361504 -0.219972391677048
1726.29032 -0.215171349404299
1728.219136 -0.2081541971708
1730.147952 -0.203000125934037
1732.076768 -0.197240783202012
1734.005584 -0.192374096292431
1735.9344 -0.180699542199881
1737.863216 -0.180709565799242
1739.792032 -0.174380982495537
1741.720848 -0.16944472909601
1743.649664 -0.164267975639935
1745.57848 -0.160379826341735
1747.507296 -0.156047114859597
1749.436112 -0.152731031771611
1751.364928 -0.148098679605507
1753.293744 -0.143402183705075
1755.22256 -0.140735431878661
1757.151376 -0.137902154014008
1759.080192 -0.133852942995792
1761.009008 -0.131826149164133
1762.937824 -0.128496663844131
1764.86664 -0.124040655074911
1766.795456 -0.123481611417882
1768.724272 -0.121178377309824
1770.653088 -0.118831472618117
1772.581904 -0.116740369488956
1774.51072 -0.114339435283352
1776.439536 -0.11258782712694
1778.368352 -0.110499290202586
1780.297168 -0.109240259397568
1782.225984 -0.107210532873159
1784.1548 -0.105849081515314
1786.083616 -0.104048354755996
1788.012432 -0.101918960757478
1789.941248 -0.101491211510429
1791.870064 -0.10031862314265
1793.79888 -0.0989269457125719
1795.727696 -0.0978890244933082
1797.656512 -0.0967183287178717
1799.585328 -0.095856182832422
1801.514144 -0.0948149341840621
1803.44296 -0.093866486564024
1805.371776 -0.0927417274505213
1807.300592 -0.0920066293906872
1809.229408 -0.0911211690495328
1811.158224 -0.0904214312284086
1813.08704 -0.089604419093213
1815.015856 -0.0886376873519983
1816.944672 -0.0883730885396044
1818.873488 -0.0877800659594188
1820.802304 -0.0872416490331096
1822.73112 -0.0868060027395323
1824.659936 -0.0862242776058979
1826.588752 -0.0858291261922823
1828.517568 -0.08535290589966
1830.446384 -0.085059337836483
1832.3752 -0.0842227255875927
1834.304016 -0.084397154397998
1836.232832 -0.0839233662720336
1838.161648 -0.0836060570302331
1840.090464 -0.0829739495632542
1842.01928 -0.0828767994208954
1843.948096 -0.0824456550917776
1845.876912 -0.0822467517726282
1847.805728 -0.0819311852604834
1849.734544 -0.0817861159933155
1851.66336 -0.0806800021230818
1853.592176 -0.0814713089030294
1855.520992 -0.0808841772164799
1857.449808 -0.0812504342064901
1859.378624 -0.0810651732448968
1861.30744 -0.0811079621685189
1863.236256 -0.0809502510586646
1865.165072 -0.0810952394350823
1867.093888 -0.0810661714008654
1869.022704 -0.0811265357532749
1870.95152 -0.0810973653213209
1872.880336 -0.0811828965861254
1874.809152 -0.0811444384238742
1876.737968 -0.0813261687439963
1878.666784 -0.0813113815939013
1880.5956 -0.0813943718283499
1882.524416 -0.0813603328421539
1884.453232 -0.0815309258526131
1886.382048 -0.0815998993737974
1888.310864 -0.0818223590758844
1890.23968 -0.0819532838199284
1892.168496 -0.0819967620152635
1894.097312 -0.082356211786502
1896.026128 -0.0826224218928528
1897.954944 -0.0828223591456219
1899.88376 -0.083131917455789
1901.812576 -0.0833272828348011
1903.741392 -0.0836589914381936
1905.670208 -0.0839726826241796
1907.599024 -0.084303505398033
1909.52784 -0.08459078634468
1911.456656 -0.0849623745632231
1913.385472 -0.0852136259928802
1915.314288 -0.0859270399973937
1917.243104 -0.0858634012080723
1919.17192 -0.0862186157346532
1921.100736 -0.0865246177233812
1923.029552 -0.0869006247544104
1924.958368 -0.0865708180557614
1926.887184 -0.0876120880148288
1928.816 -0.0875394831797021
1930.744816 -0.0883710723819116
1932.673632 -0.0887167579930153
1934.602448 -0.0891810335825824
1936.531264 -0.0891551261807999
1938.46008 -0.0900336259351988
1940.388896 -0.090437565371762
1942.317712 -0.090943062661375
1944.246528 -0.0913812772307208
1946.175344 -0.0918979970589162
1948.10416 -0.0922960423756516
1950.032976 -0.0928798030368982
1951.961792 -0.0928965930198427
1953.890608 -0.0938675571923162
1955.819424 -0.0942958800965439
1957.74824 -0.0951185586812735
1959.677056 -0.0952729941684543
1961.605872 -0.0959013662867463
1963.534688 -0.0960139144292897
1965.463504 -0.0970300562568958
1967.39232 -0.0975604601411457
1969.321136 -0.0981288284636723
1971.249952 -0.0982197409439238
1973.178768 -0.0995137992480011
1975.107584 -0.099786805883098
1977.0364 -0.100729499675758
1978.965216 -0.100878062792253
1980.894032 -0.101869061264685
1982.822848 -0.101835250138184
1984.751664 -0.10269463620554
1986.68048 -0.102681399006617
1988.609296 -0.103100662055923
1990.538112 -0.103371666935407
1992.466928 -0.103689589100949
1994.395744 -0.103785134806214
1996.32456 -0.10416831368552
1998.253376 -0.104376802894782
2000.182192 -0.105151026340935
2002.111008 -0.104396845842629
2004.039824 -0.105066350937766
2005.96864 -0.104443730911679
2007.897456 -0.104992561866996
2009.826272 -0.10411392893756
2011.755088 -0.10470922412919
2013.683904 -0.10393433162265
2015.61272 -0.104513219410507
2017.541536 -0.103208322730802
2019.470352 -0.103367545569331
2021.399168 -0.102331058033453
2023.327984 -0.102009258493049
2025.2568 -0.100546991380797
2027.185616 -0.100220608366066
2029.114432 -0.0984276391126269
2031.043248 -0.0978035140493718
2032.972064 -0.0959807829066124
2034.90088 -0.0958111096210148
2036.829696 -0.0944443014813667
2038.758512 -0.094502481964251
2040.687328 -0.0937150150452051
2042.616144 -0.0945947853861413
2044.54496 -0.094806942852216
2046.473776 -0.0962937429170654
2048.402592 -0.0975287335491082
2050.331408 -0.100212433148025
2052.260224 -0.101603392850847
2054.18904 -0.104606106036851
2056.117856 -0.106831269442621
2058.046672 -0.109895749463438
2059.975488 -0.111751988785605
2061.904304 -0.114767585533587
2063.83312 -0.11685942239611
2065.761936 -0.119389318628919
2067.690752 -0.120896426435988
2069.619568 -0.123532474010123
2071.548384 -0.124772589363173
2073.4772 -0.127122889270081
2075.406016 -0.128026707906777
2077.334832 -0.12999284866505
2079.263648 -0.130920033680868
2081.192464 -0.132794362389832
2083.12128 -0.13354436895033
2085.050096 -0.135162239663205
2086.978912 -0.135520835737944
2088.907728 -0.137112168553847
2090.836544 -0.137264270860982
2092.76536 -0.138529539619242
2094.694176 -0.138642259474457
2096.622992 -0.139590496266536
2098.551808 -0.139645530533201
2100.480624 -0.140440008715698
2102.40944 -0.140143840348685
2104.338256 -0.140928146966901
2106.267072 -0.14078153728799
2108.195888 -0.141315152605639
2110.124704 -0.14097913522507
2112.05352 -0.14153661734197
2113.982336 -0.141097281162383
2115.911152 -0.141420532011419
2117.839968 -0.140723571821148
2119.768784 -0.141065696702803
2121.6976 -0.140523924978687
2123.626416 -0.140817827721978
2125.555232 -0.140149023514311
2127.484048 -0.14036214021031
2129.412864 -0.139673068665664
2131.34168 -0.139832680500735
2133.270496 -0.138851334447899
2135.199312 -0.13905843277919
2137.128128 -0.138068337017886
2139.056944 -0.138240509061089
2140.98576 -0.137251986348999
2142.914576 -0.137287338209305
2144.843392 -0.136439598710561
2146.772208 -0.136355552550792
2148.701024 -0.135230771754789
2150.62984 -0.135169016051551
2152.558656 -0.13412570345508
2154.487472 -0.133978488826228
2156.416288 -0.133003431787829
2158.345104 -0.132648542044933
2160.27392 -0.131532852240536
2162.202736 -0.131208623865319
2164.131552 -0.130023420174532
2166.060368 -0.129449717010533
2167.989184 -0.128135325548134
2169.918 -0.12780777321595
2171.846816 -0.126588082548037
2173.775632 -0.126131131158449
2175.704448 -0.124879668542042
2177.633264 -0.124333186076012
2179.56208 -0.12305094920963
2181.490896 -0.122514406366086
2183.419712 -0.121237279650023
2185.348528 -0.120489739008455
2187.277344 -0.119167222771024
2189.20616 -0.118627803893085
2191.134976 -0.117210029290765
2193.063792 -0.116533648622998
2194.992608 -0.11533120214027
2196.921424 -0.114478671041569
2198.85024 -0.112824281635328
2200.779056 -0.112093982756722
2202.707872 -0.110677509707958
2204.636688 -0.109846313016473
2206.565504 -0.108204649983976
2208.49432 -0.107412490260203
2210.423136 -0.105598240544692
2212.351952 -0.104928805161778
2214.280768 -0.103405190946982
2216.209584 -0.102438950801818
2218.1384 -0.101048225539251
2220.067216 -0.100443131718606
2221.996032 -0.0987969026678885
2223.924848 -0.098323312873509
2225.853664 -0.0971432846133964
2227.78248 -0.0967118774187323
2229.711296 -0.0956248321743081
2231.640112 -0.0951901552088934
2233.568928 -0.0942953592917659
2235.497744 -0.0941329321073434
2237.42656 -0.093282877876145
2239.355376 -0.0930527529475347
2241.284192 -0.0925339035188868
2243.213008 -0.0923732666572659
2245.141824 -0.0917459884835639
2247.07064 -0.0915528093026943
2248.999456 -0.0910856127720634
2250.928272 -0.0910302972203199
2252.857088 -0.0904027219247876
2254.785904 -0.0903023444762785
2256.71472 -0.0899582651249169
2258.643536 -0.0897374484714106
2260.572352 -0.0894388915505528
2262.501168 -0.089203215456704
2264.429984 -0.0889039794917088
2266.3588 -0.0886728178663332
2268.287616 -0.0883585890038394
2270.216432 -0.0880365689109013
2272.145248 -0.0876581657144233
2274.074064 -0.0873207682206889
2276.00288 -0.0868898163229139
2277.931696 -0.0864996331948333
2279.860512 -0.0860134780249533
2281.789328 -0.085348253132461
2283.718144 -0.0849275997749852
2285.64696 -0.0844205652808805
2287.575776 -0.0838367654211258
2289.504592 -0.0832875764974079
2291.433408 -0.0826873235515428
2293.362224 -0.0820984590375402
2295.29104 -0.0815547149104798
2297.219856 -0.0809949974906186
2299.148672 -0.0804077948970741
2301.077488 -0.0798435104113446
2303.006304 -0.0792506769467658
2304.93512 -0.078679773567782
2306.863936 -0.0780814188970158
2308.792752 -0.0774914163341069
2310.721568 -0.0768676043572714
2312.650384 -0.0762545219192745
2314.5792 -0.0756159685875479
2316.508016 -0.0750098742907714
2318.436832 -0.0743425599415795
