lambda r 
1274.947376 145.891703
1276.876192 145.81701
1278.805008 144.738078
1280.733824 144.63681
1282.66264 143.631235
1284.591456 143.40605
1286.520272 142.628375
1288.449088 142.439262
1290.377904 141.384334
1292.30672 141.268829
1294.235536 140.23225
1296.164352 140.159627
1298.093168 139.264032
1300.021984 139.356782
1301.9508 138.437931
1303.879616 138.293227
1305.808432 137.632752
1307.737248 137.378084
1309.666064 136.906578
1311.59488 136.414922
1313.523696 135.832132
1315.452512 135.409921
1317.381328 134.790733
1319.310144 134.265175
1321.23896 133.692789
1323.167776 133.228348
1325.096592 132.636784
1327.025408 132.032551
1328.954224 131.104561
1330.88304 130.579953
1332.811856 129.55245
1334.740672 129.033686
1336.669488 127.859928
1338.598304 126.937693
1340.52712 125.911349
1342.455936 125.522764
1344.384752 123.969447
1346.313568 123.112254
1348.242384 121.604958
1350.1712 120.605316
1352.100016 119.16183
1354.028832 117.939989
1355.957648 116.499634
1357.886464 115.343926
1359.81528 113.784829
1361.744096 112.488364
1363.672912 110.963666
1365.601728 109.928465
1367.530544 107.888983
1369.45936 106.828269
1371.388176 104.658383
1373.316992 103.166271
1375.245808 101.048908
1377.174624 100.141525
1379.10344 97.643179
1381.032256 95.90152
1382.961072 92.906931
1384.889888 90.881568
1386.818704 87.844263
1388.74752 85.388706
1390.676336 82.426117
1392.605152 83.297299
1394.533968 81.350053
1396.462784 77.24428
1398.3916 75.526578
1400.320416 74.905664
1402.249232 72.732921
1404.178048 73.547629
1406.106864 71.775657
1408.03568 71.588617
1409.964496 69.926005
1411.893312 70.024313
1413.822128 68.310714
1415.750944 68.850025
1417.67976 68.764679
1419.608576 69.947487
1421.537392 67.972977
1423.466208 69.712228
1425.395024 69.187888
1427.32384 70.478626
1429.252656 70.875733
1431.181472 72.441459
1433.110288 72.304461
1435.039104 73.978477
1436.96792 74.037645
1438.896736 74.699479
1440.825552 71.695488
1442.754368 70.151951
1444.683184 64.727116
1446.612 63.049021
1448.540816 60.835762
1450.469632 62.952469
1452.398448 63.81578
1454.327264 67.427925
1456.25608 67.880512
1458.184896 74.446588
1460.113712 73.091327
1462.042528 75.832853
1463.971344 76.871433
1465.90016 80.002212
1467.828976 80.234549
1469.757792 83.155119
1471.686608 84.818023
1473.615424 87.842385
1475.54424 88.47518
1477.473056 91.516738
1479.401872 92.824605
1481.330688 97.857559
1483.259504 99.835218
1485.18832 104.973664
1487.117136 107.543636
1489.045952 112.7722
1490.974768 114.880116
1492.903584 119.557136
1494.8324 121.717572
1496.761216 125.52906
1498.690032 127.296877
1500.618848 131.387354
1502.547664 132.76379
1504.47648 137.916376
1506.405296 137.926236
1508.334112 141.678567
1510.262928 142.000152
1512.191744 145.866329
1514.12056 146.597792
1516.049376 151.956389
1517.978192 150.574888
1519.907008 156.672111
1521.835824 154.394121
1523.76464 158.946881
1525.693456 159.197424
1527.622272 163.080699
1529.551088 162.888761
1531.479904 168.384594
1533.40872 167.26595
1535.337536 171.702567
1537.266352 174.625353
1539.195168 183.233383
1541.123984 175.46155
1543.0528 182.727917
1544.981616 180.930165
1546.910432 186.231031
1548.839248 188.638339
1550.768064 191.952697
1552.69688 194.876971
1554.625696 199.109396
1556.554512 202.450118
1558.483328 223.124228
1560.412144 199.026961
1562.34096 212.745537
1564.269776 214.454027
1566.198592 220.242847
1568.127408 224.290671
1570.056224 228.235765
1571.98504 230.967396
1573.913856 243.997925
1575.842672 242.877511
1577.771488 250.158136
1579.700304 256.275958
1581.62912 265.424801
1583.557936 270.724829
1585.486752 282.148207
1587.415568 288.137432
1589.344384 302.462488
1591.2732 309.0725
1593.202016 327.012038
1595.130832 334.449438
1597.059648 353.953937
1598.988464 364.48379
1600.91728 388.441458
1602.846096 396.584989
1604.774912 425.84779
1606.703728 437.87321
1608.632544 469.681329
1610.56136 482.199135
1612.490176 518.971512
1614.418992 546.895254
1616.347808 578.798065
1618.276624 562.233546
1620.20544 637.08213
1622.134256 644.219949
1624.063072 658.996752
1625.991888 676.359288
1627.920704 699.318679
1629.84952 684.689158
1631.778336 734.108979
1633.707152 742.489175
1635.635968 714.460761
1637.564784 668.950281
1639.4936 709.394066
1641.422416 671.768371
1643.351232 699.769122
1645.280048 674.788224
1647.208864 622.407881
1649.13768 597.557657
1651.066496 665.744296
1652.995312 482.653769
1654.924128 523.027399
1656.852944 525.6153
1658.78176 511.162528
1660.710576 494.520438
1662.639392 465.640484
1664.568208 439.302937
1666.497024 443.008281
1668.42584 419.31635
1670.354656 393.619923
1672.283472 380.819494
1674.212288 379.323964
1676.141104 341.582291
1678.06992 346.684164
1679.998736 328.957982
1681.927552 327.438544
1683.856368 304.510057
1685.785184 288.729377
1687.714 285.656746
1689.642816 272.797031
1691.571632 263.566522
1693.500448 259.528307
1695.429264 249.045997
1697.35808 238.838114
1699.286896 240.372954
1701.215712 213.825907
1703.144528 219.222952
1705.073344 210.457818
1707.00216 204.253379
1708.930976 198.132432
1710.859792 193.429071
1712.788608 189.509395
1714.717424 186.767078
1716.64624 182.12521
1718.575056 175.880397
1720.503872 172.166878
1722.432688 170.626417
1724.361504 165.948141
1726.29032 164.123719
1728.219136 161.493184
1730.147952 159.587961
1732.076768 157.485576
1734.005584 155.73065
1735.9344 151.600119
1737.863216 151.603618
1739.792032 149.410453
1741.720848 147.721847
1743.649664 145.971468
1745.57848 144.670448
1747.507296 143.234328
1749.436112 142.144818
1751.364928 140.636704
1753.293744 139.124041
1755.22256 138.272378
1757.151376 137.373244
1759.080192 136.098376
1761.009008 135.464703
1762.937824 134.430144
1764.86664 133.057897
1766.795456 132.886729
1768.724272 132.183844
1770.653088 131.471456
1772.581904 130.83995
1774.51072 130.118616
1776.439536 129.594875
1778.368352 128.973145
1780.297168 128.59979
1782.225984 128.000166
1784.1548 127.599532
1786.083616 127.071558
1788.012432 126.450037
1789.941248 126.325554
1791.870064 125.984937
1793.79888 125.58187
1795.727696 125.2821
1797.656512 124.944841
1799.585328 124.697051
1801.514144 124.39844
1803.44296 124.127065
1805.371776 123.80601
1807.300592 123.59663
1809.229408 123.344892
1811.158224 123.146318
1813.08704 122.914868
1815.015856 122.641566
1816.944672 122.566868
1818.873488 122.399619
1820.802304 122.247968
1822.73112 122.125401
1824.659936 121.961927
1826.588752 121.851008
1828.517568 121.717467
1830.446384 121.635218
1832.3752 121.401129
1834.304016 121.449898
1836.232832 121.317476
1838.161648 121.22887
1840.090464 121.052552
1842.01928 121.025476
1843.948096 120.905388
1845.876912 120.850027
1847.805728 120.762247
1849.734544 120.721915
1851.66336 120.414837
1853.592176 120.634439
1855.520992 120.471461
1857.449808 120.573102
1859.378624 120.521679
1861.30744 120.533554
1863.236256 120.489791
1865.165072 120.530023
1867.093888 120.521956
1869.022704 120.538709
1870.95152 120.530613
1872.880336 120.554353
1874.809152 120.543678
1876.737968 120.59413
1878.666784 120.590024
1880.5956 120.61307
1882.524416 120.603617
1884.453232 120.651
1886.382048 120.670163
1888.310864 120.73199
1890.23968 120.768392
1892.168496 120.780483
1894.097312 120.88049
1896.026128 120.954609
1897.954944 121.010306
1899.88376 121.096591
1901.812576 121.151078
1903.741392 121.243647
1905.670208 121.331253
1907.599024 121.423712
1909.52784 121.504059
1911.456656 121.608064
1913.385472 121.678438
1915.314288 121.878483
1917.243104 121.860625
1919.17192 121.960337
1921.100736 122.0463
1923.029552 122.152012
1924.958368 122.059284
1926.887184 122.352286
1928.816 122.331833
1930.744816 122.566299
1932.673632 122.663897
1934.602448 122.795099
1936.531264 122.787774
1938.46008 123.036403
1940.388896 123.150893
1942.317712 123.294318
1944.246528 123.418788
1946.175344 123.565718
1948.10416 123.679022
1950.032976 123.845378
1951.961792 123.850166
1953.890608 124.127371
1955.819424 124.249852
1957.74824 124.48544
1959.677056 124.529715
1961.605872 124.710025
1963.534688 124.742348
1965.463504 125.034556
1967.39232 125.187354
1969.321136 125.351296
1971.249952 125.377539
1973.178768 125.751681
1975.107584 125.830756
1977.0364 126.104185
1978.965216 126.14733
1980.894032 126.435509
1982.822848 126.425666
1984.751664 126.676086
1986.68048 126.672225
1988.609296 126.794572
1990.538112 126.873718
1992.466928 126.966629
1994.395744 126.994565
1996.32456 127.106662
1998.253376 127.167696
2000.182192 127.394602
2002.111008 127.173565
2004.039824 127.369766
2005.96864 127.187295
2007.897456 127.348127
2009.826272 127.090746
2011.755088 127.265071
2013.683904 127.0382
2015.61272 127.207647
2017.541536 126.826008
2019.470352 126.872514
2021.399168 126.570081
2023.327984 126.476331
2025.2568 126.051202
2027.185616 125.956507
2029.114432 125.437572
2031.043248 125.257435
2032.972064 124.732832
2034.90088 124.68411
2036.829696 124.292322
2038.758512 124.308974
2040.687328 124.08378
2042.616144 124.335397
2044.54496 124.396151
2046.473776 124.822749
2048.402592 125.178209
2050.331408 125.954136
2052.260224 126.358189
2054.18904 127.234857
2056.117856 127.888434
2058.046672 128.794035
2059.975488 129.345698
2061.904304 130.246957
2063.83312 130.875822
2065.761936 131.640438
2067.690752 132.098056
2069.619568 132.902293
2071.548384 133.282334
2073.4772 134.005582
2075.406016 134.284754
2077.334832 134.894067
2079.263648 135.182363
2081.192464 135.767044
2083.12128 136.00171
2085.050096 136.5093
2086.978912 136.622062
2088.907728 137.123588
2090.836544 137.171621
2092.76536 137.571838
2094.694176 137.607549
2096.622992 137.908329
2098.551808 137.925806
2100.480624 138.178352
2102.40944 138.084153
2104.338256 138.333749
2106.267072 138.287058
2108.195888 138.457075
2110.124704 138.349991
2112.05352 138.527698
2113.982336 138.387633
2115.911152 138.490675
2117.839968 138.268602
2119.768784 138.377569
2121.6976 138.205054
2123.626416 138.298614
2125.555232 138.085801
2127.484048 138.153579
2129.412864 137.934552
2131.34168 137.985255
2133.270496 137.673811
2135.199312 137.739478
2137.128128 137.42582
2139.056944 137.480312
2140.98576 137.167741
2142.914576 137.178907
2144.843392 136.911396
2146.772208 136.884903
2148.701024 136.530843
2150.62984 136.51143
2152.558656 136.18388
2154.487472 136.137725
2156.416288 135.832418
2158.345104 135.721466
2160.27392 135.373249
2162.202736 135.272222
2164.131552 134.903563
2166.060368 134.725473
2167.989184 134.318343
2169.918 134.217076
2171.846816 133.840664
2173.775632 133.699915
2175.704448 133.3152
2177.633264 133.147552
2179.56208 132.755019
2181.490896 132.59111
2183.419712 132.201773
2185.348528 131.974413
2187.277344 131.573135
2189.20616 131.409815
2191.134976 130.981521
2193.063792 130.777686
2194.992608 130.416098
2196.921424 130.160339
2198.85024 129.665453
2200.779056 129.447594
2202.707872 129.026082
2204.636688 128.779375
2206.565504 128.293499
2208.49432 128.059703
2210.423136 127.525854
2212.351952 127.329433
2214.280768 126.883512
2216.209584 126.601529
2218.1384 126.196766
2220.067216 126.021061
2221.996032 125.544272
2223.924848 125.407443
2225.853664 125.067159
2227.78248 124.942985
2229.711296 124.630642
2231.640112 124.505964
2233.568928 124.249703
2235.497744 124.203242
2237.42656 123.960374
2239.355376 123.894707
2241.284192 123.746779
2243.213008 123.701016
2245.141824 123.522476
2247.07064 123.467544
2248.999456 123.334794
2250.928272 123.319086
2252.857088 123.141013
2254.785904 123.112555
2256.71472 123.015055
2258.643536 122.952524
2260.572352 122.868029
2262.501168 122.801371
2264.429984 122.716788
2266.3588 122.651487
2268.287616 122.562776
2270.216432 122.471932
2272.145248 122.365268
2274.074064 122.270241
2276.00288 122.148972
2277.931696 122.039279
2279.860512 121.902743
2281.789328 121.716163
2283.718144 121.598327
2285.64696 121.456445
2287.575776 121.293287
2289.504592 121.140002
2291.433408 120.972686
2293.362224 120.808769
2295.29104 120.657609
2297.219856 120.502206
2299.148672 120.339387
2301.077488 120.18313
2303.006304 120.019186
2304.93512 119.861518
2306.863936 119.696491
2308.792752 119.53399
2310.721568 119.362417
2312.650384 119.194035
2314.5792 119.01891
2316.508016 118.852925
2318.436832 118.670442
2320.365648 118.500774
2322.294464 118.318854
2324.22328 118.153402
2326.152096 117.976199
2328.080912 117.810965
2330.009728 117.630623
2331.938544 117.461235
2333.86736 117.279524
2335.796176 117.117542
2337.724992 116.966247
2339.653808 116.822484
2341.582624 116.650629
2343.51144 116.495431
2345.440256 116.320766
2347.369072 116.161667
2349.297888 115.976171
2351.226704 115.810838
2353.15552 115.627362
2355.084336 115.463729
2357.013152 115.284227
2358.941968 115.131044
2360.870784 114.963388
2362.7996 114.7924
2364.728416 114.620068
2366.657232 114.473803
2368.586048 114.325664
2370.514864 114.193954
2372.44368 114.056137
2374.372496 113.936188
2376.301312 113.803035
2378.230128 113.679194
2380.158944 113.544723
2382.08776 113.41413
2384.016576 113.263072
2385.945392 113.109231
2387.874208 112.940059
2389.803024 112.794996
2391.73184 112.69054
2393.660656 112.457621
2395.589472 112.19328
2397.518288 111.960132
2399.447104 111.660751
2401.37592 111.484292
2403.304736 111.127789
2405.233552 110.905808
2407.162368 110.577681
2409.091184 110.381512
2411.02 110.029353
2412.948816 109.812998
2414.877632 109.479482
2416.806448 109.222904
2418.735264 108.90182
2420.66408 108.60883
2422.592896 108.3176
2424.521712 108.059405
2426.450528 107.794377
2428.379344 107.557365
2430.30816 107.280823
2432.236976 107.092239
2434.165792 106.804262
2436.094608 106.64423
2438.023424 106.39326
2439.95224 106.231451
2441.881056 106.004585
2443.809872 105.839274
2445.738688 105.601662
2447.667504 105.433824
2449.59632 105.218276
2451.525136 105.074606
2453.453952 104.863466
2455.382768 104.66067
2457.311584 104.43171
2459.2404 104.242359
2461.169216 103.97028
2463.098032 103.765572
2465.026848 103.490229
2466.955664 103.239469
2468.88448 102.915055
2470.813296 102.613911
2472.742112 102.179448
2474.670928 101.911664
2476.599744 101.488851
2478.52856 101.153708
2480.457376 100.702726
2482.386192 100.300754
2484.315008 99.841758
2486.243824 99.43186
2488.17264 98.96319
2490.101456 98.526603
2492.030272 98.029149
2493.959088 97.600964
2495.887904 97.10357
2497.81672 96.71753
2499.745536 96.240333
2501.674352 95.893565
2503.603168 95.448893
2505.531984 95.11478
2507.4608 94.751309
2509.389616 94.482754
2511.318432 94.203319
2513.247248 93.964911
2515.176064 93.732418
2517.10488 93.616523
2519.033696 93.448869
2520.962512 93.368805
2522.891328 93.27599
2524.820144 93.265623
2526.74896 93.209778
2528.677776 93.247067
2530.606592 93.260589
2532.535408 93.33062
2534.464224 93.37069
2536.39304 93.513799
2538.321856 93.584236
2540.250672 93.702581
2542.179488 93.826184
2544.108304 93.979845
2546.03712 94.081444
2547.965936 94.209753
2549.894752 94.295704
2551.823568 94.464142
2553.752384 94.515429
2555.6812 94.633477
2557.610016 94.650392
2559.538832 94.810444
2561.467648 94.847259
2563.396464 94.939245
2565.32528 94.905588
2567.254096 94.992127
2569.182912 94.993035
2571.111728 94.969986
2573.040544 94.925221
2574.96936 94.956348
2576.898176 94.87268
2578.826992 94.825865
2580.755808 94.695471
2582.684624 94.631121
2584.61344 94.518576
2586.542256 94.428105
2588.471072 94.327603
2590.399888 94.277366
2592.328704 94.220517
2594.25752 94.180144
2596.186336 94.141161
2598.115152 94.18829
2600.043968 94.197235
2601.972784 94.359173
2603.9016 94.389872
2605.830416 94.571749
2607.759232 94.635786
2609.688048 94.86739
2611.616864 95.030393
2613.54568 95.271008
2615.474496 95.532033
2617.403312 95.803929
2619.332128 96.051853
2621.260944 96.379651
2623.18976 96.613995
2625.118576 96.922763
2627.047392 97.146606
2628.976208 97.428013
2630.905024 97.595866
2632.83384 97.809024
2634.762656 97.988359
2636.691472 98.172481
2638.620288 98.316628
2640.549104 98.507064
2642.47792 98.623891
2644.406736 98.776381
2646.335552 98.862755
2648.264368 98.983136
2650.193184 99.053953
2652.122 99.154576
2654.050816 99.197662
2655.979632 99.304572
2657.908448 99.316156
2659.837264 99.405533
2661.76608 99.42173
2663.694896 99.47141
2665.623712 99.482736
2667.552528 99.513721
2669.481344 99.526968
2671.41016 99.507179
2673.338976 99.525065
2675.267792 99.516698
2677.196608 99.515086
2679.125424 99.512309
2681.05424 99.461233
2682.983056 99.44602
2684.911872 99.369946
2686.840688 99.354217
2688.769504 99.254574
2690.69832 99.216761
2692.627136 99.135393
2694.555952 99.059072
2696.484768 98.934844
2698.413584 98.820816
2700.3424 98.707818
2702.271216 98.601683
2704.200032 98.440717
2706.128848 98.345993
2708.057664 98.114665
2709.98648 97.983498
2711.915296 97.767742
2713.844112 97.599335
2715.772928 97.368075
2717.701744 97.14221
2719.63056 96.879642
2721.559376 96.609852
2723.488192 96.267576
2725.417008 95.974332
2727.345824 95.630157
2729.27464 95.310843
2731.203456 94.832716
2733.132272 94.459948
2735.061088 93.999991
2736.989904 93.565461
2738.91872 93.003879
2740.847536 92.494974
2742.776352 91.919318
2744.705168 91.317064
2746.633984 90.647342
2748.5628 89.96146
2750.491616 89.213494
2752.420432 88.444796
2754.349248 87.636258
2756.278064 86.784202
2758.20688 85.882813
2760.135696 84.989757
2762.064512 83.975139
2763.993328 83.010023
2765.922144 81.964958
2767.85096 80.85308
2769.779776 79.751451
2771.708592 78.633132
2773.637408 77.432484
2775.566224 76.24596
2777.49504 75.013746
2779.423856 73.813307
2781.352672 72.583377
2783.281488 71.311397
2785.210304 70.019164
2787.13912 68.693711
2789.067936 67.401476
2790.996752 66.111204
2792.925568 64.753875
2794.854384 63.400489
2796.7832 62.024577
2798.712016 60.659798
2800.640832 59.194779
2802.569648 57.701041
2804.498464 56.155151
2806.42728 54.531322
2808.356096 52.770693
2810.284912 50.904305
2812.213728 48.976241
2814.142544 46.864675
2816.07136 44.575288
2818.000176 42.160159
2819.928992 39.588231
2821.857808 36.883272
2823.786624 34.203895
2825.71544 31.615452
2827.644256 29.336632
2829.573072 27.751393
2831.501888 27.04535
2833.430704 27.424044
2835.35952 29.037664
2837.288336 31.684413
2839.217152 35.24025
2841.145968 39.2682
2843.074784 43.377966
2845.0036 47.306589
2846.932416 50.887493
2848.861232 53.843865
2850.790048 56.362243
2852.718864 58.340079
2854.64768 59.883687
2856.576496 61.122047
2858.505312 62.181509
2860.434128 63.009746
2862.362944 63.665554
2864.29176 64.284226
2866.220576 64.740873
2868.149392 65.12294
2870.078208 65.198095
2872.007024 65.318069
2873.93584 65.247387
2875.864656 65.165297
2877.793472 65.167631
2879.722288 64.998678
2881.651104 64.93333
2883.57992 64.657795
2885.508736 64.041602
2887.437552 63.210614
2889.366368 62.374631
2891.295184 61.729533
2893.224 60.808848
2895.152816 59.780726
2897.081632 58.668996
2899.010448 58.015199
2900.939264 57.634855
2902.86808 55.114559
2904.796896 53.162935
2906.725712 51.474034
2908.654528 49.798623
2910.583344 48.587221
2912.51216 47.429258
2914.440976 46.443512
2916.369792 46.01925
2918.298608 45.914587
2920.227424 45.966274
2922.15624 46.023455
2924.085056 45.871407
2926.013872 45.568792
2927.942688 45.155989
2929.871504 44.54924
2931.80032 43.702387
2933.729136 42.644585
2935.657952 41.550056
2937.586768 40.357168
2939.515584 39.413329
2941.4444 38.780061
2943.373216 38.730104
2945.302032 39.236192
2947.230848 40.562556
2949.159664 42.637688
2951.08848 45.50717
2953.017296 48.582036
2954.946112 52.131572
2956.874928 55.665413
2958.803744 59.270794
2960.73256 62.764404
2962.661376 65.95484
2964.590192 69.233003
2966.519008 72.517082
2968.447824 75.516791
2970.37664 77.994387
2972.305456 80.049292
2974.234272 81.542677
2976.163088 83.248623
2978.091904 84.673333
2980.02072 86.565813
2981.949536 88.506725
2983.878352 91.135175
2985.807168 95.152385
2987.735984 98.841314
2989.6648 103.46435
2991.593616 104.577987
2993.522432 108.950867
2995.451248 114.124439
2997.380064 119.036493
